Unique_ID,Department,Number,Title,Credits,Description
scm-3323,scm,3323,Purchasing and Buyer Behavior,3 Credit Hours.,"(Crosslisted withMKT 3323) Prerequisite: Marketing 3013 and declared Marketing or Supply Chain Management major. Consumer and organizational buying processes are examined. Individual and organizational decision-making frameworks, information technology, and the external environment are studied in the context of forming marketing strategies and tactics. Topics include make or buy decision making; supplier development and outsourcing; supplier evaluation, selection, and management; buyer-seller relationships; purchasing capital goods and services; international and electronic commerce; information processing; social and economic influences; preference formation and change; and image creation and positioning. (F, Sp)"
scm-3440,scm,3440,Mentored Research Experience,3 Credit Hours.,"0 to 3 hours. Prerequisites:ENGL 1113or equivalent, and permission of instructor. May be repeated; maximum credit 12 hours. For the inquisitive student to apply the scholarly processes of the discipline to a research or creative project under the mentorship of a faculty member. Student and instructor should complete an Undergraduate Research & Creative Projects (URCP) Mentoring Agreement and file it with the URCP office. Not for honors credit. (F, Sp, Su)"
scm-3523,scm,3523,Production/Operations Management,3 Credit Hours.,"Prerequisite: Student must be approved for degree candidacy by Price College. A study of the principles and practices related to production and operations management including product decisions, process planning, project planning, work measurement, plant location, facilities layout, scheduling and associated analytical techniques. (F, Sp)"
scm-3960,scm,3960,Honors Reading,1-3 Credit Hours.,"1 to 3 hours. Prerequisite: Admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. The topics will cover materials not usually presented in the regular courses. (F, Sp, Su)"
scm-3970,scm,3970,Honors Seminar,1-3 Credit Hours.,1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Subjects covered vary. Deals with concepts not usually treated in regular courses. (Irreg.)
scm-3980,scm,3980,Honors Research,1-3 Credit Hours.,"1 to 3 hours. Prerequisite: Admission to Honors Program. May be repeated; maximum credit six hours. Will provide an opportunity for the gifted Honors candidate to work at a special project in the student's field. (F, Sp, Su)"
scm-3990,scm,3990,Independent Study,1-3 Credit Hours.,"1 to 3 hours. Prerequisite: permission of instructor and junior standing. May be repeated once with change of content. Independent study may be arranged to study a subject not available through regular course offerings. (F, Sp, Su)"
scm-4003,scm,4003,Transportation and Global Logistics,3 Credit Hours.,"Prerequisite: Student must be approved for degree candidacy by Price College;SCM 3223,SCM 3523,SCM 3323orMKT 3323; junior standing. Overview of current transportation and supply chain management practices, which is a dynamic process involving a constant flow of information, products, and funds between the supplier, manufacturer, wholesaler, retailer and the consumer. Includes a review of current case studies and provides managerial insights into what is considered the best practices. (F, Sp)"
scm-4013,scm,4013,Supply Chain Modeling and Decision Making,3 Credit Hours.,"Prerequisite:SCM 3523or permission of instructor; student must be approved for degree candidacy by Price College;SCM 3223orMKT 3223,SCM 3323orMKT 3323; junior standing. Includes typical operations planning and control. Addresses design of Operations Planning and Control (OPC) systems, typical tasks performed by OPC, key components of OPC, and product and process issues that affect OPC. Topic areas include demand management, sales and operations planning, inventory management, master production scheduling, material requirements planning, distribution requirements planning, capacity planning, production activity control, and ERP. (Sp)"
scm-4323,scm,4323,Strategic Issues in Supply Chain Management,3 Credit Hours.,"Prerequisite:SCM 3223orMKT 3223,SCM 3523andSCM 3323orMKT 3323; declared Supply Chain Management major. Supply chain management involves the design, planning, execution and monitoring of the activities in a supply chain to enhance firm value. The purpose of this course is to integrate the content of the individual courses to provide a broader view of the issues facing supply chain managers through case studies and real life supply chain projects. (Sp)"
scm-4633,scm,4633,Healthcare Supply Chain Management,3 Credit Hours.,"(Crosslisted withHCB 4633) Prerequisite:MKT 3613orHCB 3613; student must be approved for degree candidacy by Price College. The healthcare supply chain is a critical core business component of the healthcare delivery system. The purpose of this course is to bring an overview of the healthcare supply chain through the elements of the supply chain, the operational aspects and the strategic aspects of the integration of the supply chain with the clinical delivery of care. (F, Sp)"
scm-4710,scm,4710,Special Topics in Supply Chain Management,3 Credit Hours.,"Prerequisite: Departmental permission, Junior standing. Special topics in Supply Chain Management. May be repeated with change in content; maximum credit 6 hours. (Irreg.)"
scm-4960,scm,4960,Directed Readings,1-4 Credit Hours.,1 to 4 hours. Prerequisite: good standing in University; permission of instructor and dean. May be repeated; maximum credit four hours. Designed for upper-division students who need opportunity to study a specific problem in greater depth than formal course content permits. (Irreg.)
scm-4970,scm,4970,Special Topics/Seminar,1-3 Credit Hours.,1 to 3 hours. Prerequisite: Senior standing or permission of instructor. May be repeated; maximum credit nine hours. Special topics or seminar course for content not currently offered in regularly scheduled courses. May include library and/or laboratory research and field projects. (Irreg.)
scm-4990,scm,4990,Independent Study,1-3 Credit Hours.,1 to 3 hours. Prerequisite: Senior standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.)
scm-5502,scm,5502,Supply Chain Management,2 Credit Hours.,Prerequisite: graduate standing; departmental permission. Study and analysis of supply chain management for products/services and the dynamic interaction of companies within an integrated supply chain. Topics include: factor guiding companies supply chain development/management; technology as a supply chain tool; positioning of a company in terms of its role as a valuable member of the supply chain; and performance measures used across the supply chain. (F)
scm-5522,scm,5522,Production/Operations Management,2 Credit Hours.,"Prerequisite: graduate standing, departmental permission, and Mathematics 1743 or equivalent. Examines selected topic areas in operations management and widely recognized approaches to dealing with them. The problem areas include process and capacity design, location selection, forecasting, statistical quality control, process layout, project-management, and material requirements planning. The course involves the application of mathematical modeling as well as understanding the fundamental concepts and terminology associated with the production of goods/services. (Irreg.)"
scm-5960,scm,5960,Directed Readings,1-3 Credit Hours.,"1 to 3 hours. Prerequisite: graduate standing and permission of department. May be repeated; maximum credit twelve hours. Directed readings and/or literature reviews under the direction of a faculty member. (F, Sp, Su)"
scm-5970,scm,5970,Special Topics/Seminar,1-3 Credit Hours.,1 to 3 hours. Prerequisite: Graduate standing or permission of instructor. May be repeated; maximum credit nine hours. Special topics or seminar course for content not currently offered in regularly scheduled courses. May include library and/or laboratory research and field projects. (Irreg.)
scm-5990,scm,5990,Independent Study,1-3 Credit Hours.,1 to 3 hours. Prerequisite: Graduate standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.)
soc-1113,soc,1113,Introduction to Sociology,3 Credit Hours.,"The fundamental concepts of sociology; foundations of group life; social change, processes, and problems. (F, Sp, Su) [III-SS]  


."
soc-1523,soc,1523,Social Problems,3 Credit Hours.,"Analysis of major social problems of contemporary U.S. and policy debates concerning them. Examination of social science theory and research that are relevant to understanding these problems. Development of social institutions in which social problems occur. (F, Sp, Su) [IV-WC] 



."
soc-2523,soc,2523,Global Social Problems,3 Credit Hours.,"Provides an overview of pressing global social problems with attention to developing insights into the conceptual analyses of meaningful solutions from a sociological perspective. Readings discuss the relationships among various levels of the social system, so that social roots of pressing issues are recognized and used as a tool to suggest alternative approaches to address them. (Irreg.) [III-SS]."
soc-2970,soc,2970,Special Topics,1-3 Credit Hours.,"Special Topics. 1 to 3 hours. May be repeated; maximum credit nine hours. Special topics course for content not currently offered in regularly scheduled courses. May include library and/or laboratory research, and field projects. (Irreg.)"
soc-3123,soc,3123,Social Statistics,3 Credit Hours.,"(Crosslisted withP SC 3123) Prerequisite:SOC 1113and any General Education Math EXCEPT Philosophy 1113 or Philosophy 3113. Descriptive and inferential statistics as they are used in sociology to analyze survey and macro-level data. Problems of research design and interpretation of analysis in sociological theory are major topics. A grade of C or better in this course is a prerequisite for Sociology capstone courses. (F, Sp, Su)"
soc-3133,soc,3133,Methods of Social Research,3 Credit Hours.,"Prerequisite:SOC 1113and any General Education Math EXCEPT Philosophy 1113 or Philosophy 3113 or permission of instructor. Basic elements of the scientific method as applied to the study of human group life. Examines the problem of conceptualization, the formulation of hypotheses, designs of proof, the interdependence of theory and fact and the techniques and procedures for assembling and ordering of data. A grade of C or better in this course is a prerequisite for Sociology capstone courses. (F, Sp, Su)"
soc-3353,soc,3353,"Race, Class and Gender",3 Credit Hours.,"(Crosslisted withWGS 3353) Prerequisite: junior standing or permission of instructor. Explores the intersections of race, ethnicity, class, gender and sexuality.  Focus is on how systems of power and oppression reinforce each other,how they intersect in shaping social structure and individual experiences, and how the systems of oppression are mutually reinforcing.  Theories and practice of intersectionality, how gender, race, class and other categories of identity are constructed and reproduced in social, political and economic structures, and experienced in every day life. (F, Sp)"
soc-3363,soc,3363,Sociological Theory,3 Credit Hours.,"Prerequisite:SOC 1113and majors only. Consideration of classical sociologists including Durkheim, Weber, and Marx. Attention is devoted to the application of classical theories to current research issues. (F, Sp)"
soc-3440,soc,3440,Mentored Research Experience,3 Credit Hours.,"0 to 3 hours. Prerequisites:ENGL 1113or equivalent, and permission of instructor. May be repeated; maximum credit 12 hours. For the inquisitive student to apply the scholarly processes of the discipline to a research or creative project under the mentorship of a faculty member. Student and instructor should complete an Undergraduate Research & Creative Projects (URCP) Mentoring Agreement and file it with the URCP office. Not for honors credit. (F, Sp, Su)"
soc-3523,soc,3523,Criminology,3 Credit Hours.,"Prerequisite: 1113 or sophomore standing. A study of the nature and causes of various forms of deviant and illegal behavior, especially serious personal injury and property crimes (e.g., homicide, burglary). While some consideration is given to biological and psychological explanations, the primary focus is on sociological theories that attempt to explain crime, criminality, and victimization in modern societies. (F, Sp)"
soc-3533,soc,3533,The System of Criminal Justice,3 Credit Hours.,"Prerequisite: 1113 or permission of instructor. An analysis of the sociological literature on the American system of criminal justice, viewed as a system of social control. Emphasis is on the functional significance of the system in relation to the various interests represented in the law. Attention given to special problems in each of the major components of the system: law enforcement, the administration of justice and corrections. (F, Sp)"
soc-3543,soc,3543,Sociology of Deviance,3 Credit Hours.,"Prerequisite: 1113 or permission of instructor. The sociological study of deviant behavior with emphasis on so-called victimless crimes (e.g., drug use) and on normative violations that are not necessarily illegal (e.g., mental illness). Focus is on sociological theories and processes by which behaviors are defined as deviant, and how these definitions affect the individual. (F, Sp)"
soc-3553,soc,3553,Sociology of Law,3 Credit Hours.,"Prerequisite: 1113 or permission of instructor. Provides a sociological understanding of the interrelationship between law and society. Covers the origins of law, types of legal systems, theories of punishment, and examines law as an independent variable (i.e., as a mechanism for social change) and as a dependent variable (i.e., how laws are created or changed by social pressure). (F, Sp)"
soc-3603,soc,3603,Sociology of Education,3 Credit Hours.,"Prerequisite: 1113. Examines a variety of historical and contemporary educational issues. Major themes include the function of education in society, racial/ethnic segregation in public schools, the relationship between education and social mobility, and school reform (Irreg.)"
soc-3623,soc,3623,Racial and Ethnic Minority Groups,3 Credit Hours.,"Prerequisite:SOC 1113or permission of instructor. Intergroup conflict resulting from the efforts of subordinate groups. Consideration of theories of prejudice and discrimination as devices of control over racial, religious, ethnic and other minority groups. (Irreg.)"
soc-3643,soc,3643,Population and Society,3 Credit Hours.,"Prerequisite:SOC 1113or permission of instructor. Introduction to population study. Analysis of human mortality, fertility and migration. Evaluation of demographic theories with emphasis on social and cultural factors. (Irreg.)"
soc-3653,soc,3653,Race and Religion,3 Credit Hours.,"Prerequisite:SOC 1113or permission of instructor. Focuses on how race and ethnic issues influence, and are influenced by, religion within the United States. Looks at historical and theoretical examinations of religion and race/ethnic relations and empirical evidence of the ways religion can influence racial issues such as racism, discrimination and stratification. (Irreg.)"
soc-3663,soc,3663,Sociology of Music,3 Credit Hours.,"Prerequisite: Junior standing. The course is an historical, theoretical, and sociological exploration of music. The course addresses diverse topics such as how the current system of music developed, the distinction between high culture and popular culture, and the ways race, gender, class and other social distinctions influence the production and consumption of music. (F, Sp)"
soc-3683,soc,3683,"Wealth, Power, and Prestige",3 Credit Hours.,"Prerequisite: 1113 or sophomore standing or above. Examines the systems in which the central elements of class stratification--wealth, power, and prestige--are created and distributed and addresses the issue of ""who gets how much and why?"". Topics include a review of the theories and evidence in current stratification studies and an assessment of the racial, ethnic, and religious correlates of inequality. (F, Sp)"
soc-3713,soc,3713,Medical Sociology,3 Credit Hours.,"Prerequisite: 1113 or permission of instructor. A study of cultural and class factors in health and morbidity. Focus is on the social organization of medical services, including discussion of the hospital as a social institution. The role of medical and paramedical personnel and the interaction of the medical system with other social institutions such as government, church, education, and family. (Irreg)"
soc-3723,soc,3723,Sociology of Family,3 Credit Hours.,"Prerequisite: 1113 or sophomore standing or above. The sociological study of the family as an institution; the origin and development of the family; the interrelationships of the family and the larger society; the environmental conditions which seem to favor the development and continuance of the major family forms; the rise of the modern democratic family; characteristic patterns of change in the contemporary family. (F, Sp)"
soc-3733,soc,3733,Sociology of Gender,3 Credit Hours.,"Prerequisite: 1113 or permission of instructor. Sociological analysis of the reinforcement of gender roles by the major institutions of society. Examine the effects on gender roles of education, mass media, economics, public policy, law, religion, and society. (Irreg)"
soc-3753,soc,3753,Sociology of Africa,3 Credit Hours.,"Prerequisite: 1113 or permission of instructor. A systematic consideration of Africa. Topics include issues of cultural uniqueness and national character, population dynamics, family structures and values, and economic and political institutions. Emphasis is placed on a global perspective and encourages cross-national contrasts. (Irreg) [IV-NW]



."
soc-3763,soc,3763,Sociology of Ireland,3 Credit Hours.,"Prerequisite:SOC 1113andENGL 1213orEXPO 1213. May be repeated once with change of location; maximum credit 6 hours. Focuses on Irish identities. Focus will be on national identity including ethnicity, religion, and politics. Covers identity issues related to social class, gender, sports and local identity (such as Corkonians identification as ""The Rebels""). This course may count as Sociology elective credit. The course will be held either in Ireland as a four-week Summer course, primarily in Cork, or as a regular semester course in Norman. (Irreg.)"
soc-3773,soc,3773,Sociology of Religion,3 Credit Hours.,"Prerequisites:SOC 1113or sophomore standing. Using the perspectives and methods of social science, and particularly sociology, the common social dimensions of all religions including moral definitions; micro-level processes of membership, conversion and socialization; the life-cycle of religious institutions; and religion's relationship to health, science, and important institutions like the American family, economy, and politics will be examined. (F, Sp, Su)"
soc-3783,soc,3783,"Sports, Competition, & Society",3 Credit Hours.,"Prerequisite:SOC 1113or sophomore standing. This course adopts a sociological approach to understanding sports, athletic performance, and competition. Specific components include an examination of individual athletes, competitive groups, and how sports mirrors society in allocating roles, offering rewards and punishments, transmitting values, and confronting deviance. The course also draws attention to how sports evolve over time from technological advances. (Irreg.)"
soc-3803,soc,3803,Inequality in A Global Perspective,3 Credit Hours.,"Prerequisite:SOC 1113or sophomore standing or above. Examines the causes and consequences of socioeconomic inequality in contemporary societies (including the United States) by using theories and research evidence from the vantage point of international political economy. Topics include the nature, structure, and hierarchy of the global economy; the link between international and national distributions of wealth and power; and the racial, ethnic, and religious correlates of social inequality. (Irreg.)"
soc-3813,soc,3813,Individual and Society,3 Credit Hours.,"Prerequisite: 1113 or permission of instructor. Introduction to social psychological theories and findings. Covers socialization, identity development, emotions, social interaction, deviant behavior, and small group behavior. (Irreg.)"
soc-3843,soc,3843,Sociology of Aging,3 Credit Hours.,Prerequisite: 1113 or permission of instructor. Comprehensive description of the dimensions of aging. The point of departure is the notion that to talk meaningfully about one aspect of aging requires consideration of its other dimensions. (Irreg)
soc-3853,soc,3853,Sociology of the Body,3 Credit Hours.,"Prerequisite:SOC 1113. Examines various forms of body modification from a sociological perspective. We will begin by learning the more popular sociological theories on the body, particularly the docile/disciplined and the carnivalesque/grotesque body. The next section of the course will focus on body modification conceptualized as ""body art"" with a particular focus on tattooing and piercing, but also covering scarification and other (permanent) forms of body art. The third section will focus on normalization surgeries or surgeries of the ""disabled"". The final section of the course will focus on cosmetic (as opposed to plastic) surgery as a method of modification. As we move from one section to the next, students should consider the legitimacy or limitations of the above categorization scheme. (Sp)"
soc-3873,soc,3873,World Religions and Society,3 Credit Hours.,"Prerequisite: sophomore standing. The course examines the major world religions, how they develop historically and in the context of other social institutions. Hinduism, Buddhism, Confucianism, Taoism, Judaism, Christianity, Islam, and Native Traditions will be considered. Students will study how religious institutions are influenced by, and have an influence on, societies and the people in them. (F, Sp)"
soc-3890,soc,3890,Special Topics For Non-Majors,1-3 Credit Hours.,"Special Topics For Non-Majors. 1 To 3 Hours.   Prerequisite: 1113 Or Permission Of Instructor. May Be Repeated With Change Of Content; Maximum Credit Six Hours. This Course Cannot Be Used To Satisfy The Major Requirements In Sociology. (F, Sp, Su)"
soc-3893,soc,3893,"Environment, Ecology and Society",3 Credit Hours.,"Prerequisite:SOC 1113or permission of instructor. Examines relationships between environmental factors and human social arrangements. The class will be organized around these and a number of related topics, which will help to shape the readings, lectures, and discussions. (Irreg.)"
soc-3900,soc,3900,Special Topics in Sociology,1-3 Credit Hours.,1 to 3 hours. Prerequisite: 1113 or permission of instructor. May be repeated with change of content; maximum credit six hours. Cover topics not currently offered in regularly scheduled courses. (Irreg)
soc-3903,soc,3903,Gangs and Violence,3 Credit Hours.,"Prerequisite: 1113 and 3523. The course provides an overview of the gang problem in the United States, both historically and as presently defined. Will examine different theories about gangs and gang membership and will examine different types of gangs. (Irreg.)"
soc-3913,soc,3913,The Death Penalty in the United States,3 Credit Hours.,"Prerequisite: 1113 and 3523. Provides an overview of capital punishment in the United States, and Oklahoma in particular, from a sociological perspective. History of capital punishment in the United States specific cases related to the death penalty, and arguments for and against the use of capital punishment. (Irreg.)"
soc-3923,soc,3923,"Alcohol, Drugs and Society",3 Credit Hours.,Prerequisite: 1113 and 3523. Explores sociological explanations of alcohol and drug use with a special emphasis on current issues in the United States. (Irreg.)
soc-3953,soc,3953,Juvenile Justice,3 Credit Hours.,"Prerequisite: 1113 or permission of instructor. Course examines criminal measurement of juvenile crime, theories of delinquency, legal rights of juveniles and the juvenile justice system. (Irreg.)"
soc-3960,soc,3960,Honors Reading,1-3 Credit Hours.,1 to 3 hours. Prerequisite: 1113 and permission of instructor and admission to Honors Program. May be repeated; maximum credit six hours. Will consist of topics designated by the instructor in keeping with the student's major program. The topics will cover materials not usually presented in the regular courses. (Irreg)
soc-3963,soc,3963,Sexual Deviance and Society,3 Credit Hours.,"Prerequisite: Majors only or instructor permission. A critical examination of the sociology of deviant sexual behaviors. Investigations of deviance, criminology and gender through the study of sexual behavior, sex crimes, and victimology. (Irreg.)"
soc-3970,soc,3970,Honors Seminar,1-3 Credit Hours.,1 to 3 hours. Prerequisite: 1113 or permission of instructor and admission to Honors Program. May be repeated; maximum credit six hours. The projects covered will vary. The content will deal with concepts not usually presented in regular coursework. (Irreg)
soc-3973,soc,3973,Sociology of Violence,3 Credit Hours.,"Prerequisite:SOC 1113andSOC 3523. An examination of the causes, correlates and consequences of various forms of violent crime. An emphasis on the social nature of violence, social institutions related to violence and the social costs of violence. (F, Sp)"
soc-3980,soc,3980,Honors Research,1-3 Credit Hours.,1 to 3 hours. Prerequisite: 1113 or permission of instructor and admission to Honors Program. May be repeated; maximum credit six hours. Will provide an opportunity for the gifted Honors candidate to work at a special project in the student's field. (Irreg)
soc-3983,soc,3983,"Women, Girls and Crime",3 Credit Hours.,"(Crosslisted withWGS 3983) Prerequisite:SOC 1113andSOC 3523, or permission of instructor. In-depth examination of crime and the justice system as it relates to girls and women.  The focus will be on girls and women as victims, girls and women as offenders, and criminal justice responses to girls and women. (F, Sp)"
soc-3990,soc,3990,Independent Study,1-3 Credit Hours.,"1 to 3 hours. Prerequisite: permission of instructor and junior standing. May be repeated once with change of content. Independent study may be arranged to study a subject not available through regular course offerings. (F, Sp, Su)"
soc-3993,soc,3993,Sociology of Gender and Sexuality in the Media,3 Credit Hours.,"Prerequisite: junior standing. The sociological constructions of gender and sexuality will be examined through the context of several forms of American media including advertising, television, and film. Explores how manifestations of ""normative"" behaviors are reproduced and maintained through media representations of gender and sexuality. Using a sociological perspective, advertising, television, and film as they relate to societal shifts in attitudes toward gender and sexuality from the 1980s to present day will be critically examined. Designed to ""push the limits"" and encourage students to question their conceptualizations of gender and sexuality using a critical sociological lens. (Irreg.)"
soc-4603,soc,4603,Internship in Sociology,3 Credit Hours.,"Prerequisite:SOC 1113,SOC 3123,SOC 3133, and at least two of the following:SOC 3523,SOC 3533,SOC 3543,SOC 3553,SOC 3623,SOC 3683,SOC 3723,SOC 3733. Work experience in the field of sociology under the supervision of a faculty member. While the instructor will assist in finding internship opportunities, the ultimate responsibility is with the student. Internships may be served in any setting related to the field of sociology. Student will be required to develop a paper linking the work experience to scholarly research in sociology. (F, Sp, Su)"
soc-4843,soc,4843,Capstone in Criminology,3 Credit Hours.,"Prerequisite:SOC 1113,SOC 3123(C or better),SOC 3133(C or better), and at least two of the following:SOC 3523,SOC 3533,SOC 3543,SOC 3553, and permission of instructor. Students will actively participate in an in-depth analysis and discussion of current research topics in the sociological study of criminology (crime and delinquency, deviance, sociology of law, criminal justice). Students will use material learned in Sociology 3123, 3133 and 3000-level substantive courses and will be required to demonstrate in written assignments their ability to understand and critique current quantitative research. (F, Sp) [V]



."
soc-4943,soc,4943,Capstone in General Sociology,3 Credit Hours.,"Prerequisite:SOC 1113,SOC 3123(C or better),SOC 3133(C or better), and at least two of the following:SOC 3363,SOC 3523,SOC 3623,SOC 3643,SOC 3683,SOC 3713,SOC 3723,SOC 3733,SOC 3753, and permission of instructor. As a component of this course, students will actively participate in an in-depth analysis and discussion of a current research topic or topics in sociology. Students will be expected to use material they have learned in Sociology 3123 and 3133, as well as material in substantive courses, and will be required to demonstrate their ability to understand and critique research. (F, Sp) [V]

."
soc-4960,soc,4960,Directed Readings,1-4 Credit Hours.,1 to 4 hours. Prerequisite: good standing in University; permission of instructor and dean. May be repeated; maximum credit four hours. Designed for upper-division students who need opportunity to study a specific problem in greater depth than formal course content permits. (Irreg.)
soc-4970,soc,4970,Special Topics/Seminar,1-3 Credit Hours.,1 to 3 hours. Prerequisite: Senior standing or permission of instructor. May be repeated; maximum credit nine hours. Special topics or seminar course for content not currently offered in regularly scheduled courses. May include library and/or laboratory research and field projects. (Irreg.)
soc-4990,soc,4990,Independent Study,1-3 Credit Hours.,"1 to 3 hours. Prerequisite: Fifteen hours of Sociology (including 1113, 3123, 3133) and permission of instructor and department. May be repeated; maximum credit six hours. Contracted independent study for topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (F, Sp, Su)"
soc-5033,soc,5033,Sociology of Housing,3 Credit Hours.,"(Crosslisted withRCPL 5033) A study of major developments in housing in the U.S. since 1860, including housing reform agitation, sociological problems, ecological patterns of housing areas, minimum standards for healthful housing, government intervention and its current role, and problems of providing adequate housing for different social groups. (F)"
soc-5203,soc,5203,Urban Land Use Controls,3 Credit Hours.,"(Crosslisted withRCPL 5203) Prerequisite: open to seniors in social sciences, civil engineering and architecture, and to graduate students in regional and city planning. Provides a study of the historical development of property systems; of zoning law, ordinance preparation, and administrative procedures; of subdivision regulations and other codes used in the regulation and control of land use. (Sp)"
soc-5283,soc,5283,Fundamentals of Sociological Statistics,3 Credit Hours.,"Prerequisite:SOC 3123andSOC 3133, or graduate standing in Sociology, or permission of instructor. Advanced statistical concepts and analysis; analysis of variance and covariance; multiple regression analysis; use of computers for statistical analysis. (Irreg.)"
soc-5293,soc,5293,Advanced Methods of Social Research,3 Credit Hours.,"Prerequisite:SOC 3123andSOC 3133, or graduate standing in Sociology, or permission of instructor. Advanced research methodology; heavy focus of attention will be on concept measurement, index formation and survey research. (Irreg.)"
soc-5313,soc,5313,Qualitative Research Methods,3 Credit Hours.,"Prerequisite: graduate standing. Survey of different qualitative methodological strategies used in the social sciences to collect, code, and analyze information. (Sp)"
soc-5323,soc,5323,Advanced Qualitative Research,3 Credit Hours.,"(Crosslisted withCOMM 5323) Prerequisite: 5313. Designed to immerse students in the actual experience of conducting qualitative research in the field, emphasis on participatory observation, ethnographic research, and textual analysis. (F)"
soc-5333,soc,5333,Seminar in the Criminal Justice System,3 Credit Hours.,Prerequisite: graduate standing in Sociology or permission of instructor. A critical examination of the American system of criminal justice. Attention will be given to the unique problems of the system and to each of its component parts. Special emphasis will be placed on the role of extralegal factors in discretionary decision-making by the principal actors within the system. (Irreg.)
soc-5383,soc,5383,Social Stratification,3 Credit Hours.,"Prerequisite: graduate standing in Sociology or permission of instructor. In-depth treatment of sociological theories, methods and research in the area of stratification and inequality. (Irreg.)"
soc-5483,soc,5483,Advanced Regression Analysis,3 Credit Hours.,"Prerequisite:SOC 5283and graduate standing in Sociology or permission of instructor. A graduate-level introduction to linear regression analysis. Focuses on theory and empirical applications including topics such as model specification, estimation, interpretation, inferences, and assumptions diagnostics. (Irreg.)"
soc-5523,soc,5523,Criminology,3 Credit Hours.,"Prerequisite: graduate standing in Sociology or permission of instructor. Examines the patterns and correlates of crime at the individual, situational, and aggregate levels. Also includes examination of the history of criminological thought as well as contemporary explanations of crime, with an emphasis on critical evaluation of these explanations. (Irreg.)"
soc-5543,soc,5543,Deviance and Social Control,3 Credit Hours.,"Prerequisite: graduate standing in Sociology or permission of instructor. A critical examination of the literature on deviance and social control with special emphasis on the scope of the field. The frame of reference for the examination will consist of one or more of the major theoretical perspectives in sociology: the functional, the conflict and the symbolic interactionist. (Irreg.)"
soc-5623,soc,5623,Race and Ethnicity,3 Credit Hours.,"Prerequisite: graduate standing in Sociology or permission of instructor. Review of concepts and terminology of social differentiation, and in-depth study of the theories of prejudice and discrimination, power and dominance, and patterns of inter-group relations. Includes a history and analysis of race and ethnicity in the United States and other selected countries. (Irreg.)"
soc-5683,soc,5683,"Categorical, Panel, and Advanced Statistical Analyses",3 Credit Hours.,"Prerequisite:SOC 5483or permission of instructor. The primary focus of this course will be on the application of categorical outcome regression models for social scientific research questions. The course will also provide a broad-based overview of some advanced statistical models commonly used in the social sciences including basic longitudinal/panel statistical models, hierarchical linear models, and a number of approaches to handling missing data in regression analysis. (Irreg.)"
soc-5703,soc,5703,Sociology of Education,3 Credit Hours.,"(Crosslisted withEDS 5703) Prerequisite: eight hours of education or permission. Social structure in the community wherein the schools must operate, and the nature of human relations within the school; social processes and patterns involved in our educational system relative to other aspects of our society; effect of the school on the behavior and personality of its participants. Lectures, class discussions, audiovisual materials and outside readings, both scientific and literary, portraying the American social scene. (F)"
soc-5723,soc,5723,Sociology of the Family,3 Credit Hours.,"Prerequisite: graduate standing in Sociology or permission of the instructor. Analysis of the family as a social institution, focusing on the problems created by changes in the family. The family is examined in historical, cross cultural and demographic perspectives. Applications include consideration of alternative arrangements, including discussion of the probable future of family arrangements in Western society. (Irreg.)"
soc-5733,soc,5733,Sociology of Gender,3 Credit Hours.,"Prerequisite: graduate standing in Sociology or permission of instructor. Theoretical and empirical approaches to the study of gender within several substantive areas of sociology such as family, work, race and ethnicity, and social class. (Irreg.)"
soc-5790,soc,5790,Special Sociological Issues,2-3 Credit Hours.,2 to 3 hours. Prerequisite: graduate standing in Sociology and permission of instructor. May be repeated with change of content; maximum credit 12 hours. Intensive survey of the literature in a selected area of sociology under the direction of a member of the staff. Instructors rotate each semester. (Irreg.)
soc-5821,soc,5821,Professionalization Seminar,1 Credit Hour.,Prerequisite: Graduate standing and majors only. Prepares students for careers in academia. Comprised of units covering research and service. (Irreg.)
soc-5823,soc,5823,Social Demography,3 Credit Hours.,"Prerequisite: graduate standing in Sociology or permission of instructor. Introduction to the four variables that comprise the subject matter of demography: fertility, mortality, migration, and age structure. Sources of demographic data for the study of these variables are examined and basic demographic statistics are covered. (Irreg.)"
soc-5831,soc,5831,Teaching Seminar,1 Credit Hour.,Prerequisite: graduate standing in Sociology. Preparation for teaching sociology. Taken prior to assignment of sole responsibility for teaching a course in sociology. (Irreg.)
soc-5833,soc,5833,Social Psychology,3 Credit Hours.,"Prerequisite: graduate standing in Sociology or permission of instructor. Examines issues regarding research in social psychology and personality psychology. Addresses the history of social psychology research issues, some class controversies, and new research directions in the field. Specific topics include social cognition attitudes, attribution, the self, groups, expectation states, collective behavior, the life course. (Irreg.)"
soc-5873,soc,5873,Advanced Perspectives in World Religions and Society,3 Credit Hours.,"Prerequisite: graduate standing. The course considers theoretical perspectives on religion. In connection with that, it examines the major world religions, including how they developed historically and in the context of other social institutions. The course examines how religious institutions are influenced by, and have an influence on, societies and the people in them, considering the contemporary world in its comparative and historical context. (Irreg.)"
